character_id,skill_slug,skill_name,skill_form,skill_type,skill_tag,energy_gen,skill_point_cost,wb_single,wb_aoe,wb_bounce,max_level,description
jingliu,base_florephemeral_dreamflux,Florephemeral Dreamflux,base,Ultimate,Blast,5,0,60,0,60,15,"Deals Ice DMG equal to 360% of Jingliu's ATK to one designated enemy, and deals Ice DMG equal to 180% of Jingliu's ATK to any adjacent enemies. Gains 1 stack(s) of ""Syzygy"" after attack ends."
jingliu,enhanced_moon_on_glacial_river,Moon On Glacial River,enhanced,Skill,Blast,30,0,60,0,30,15,"Deals Ice DMG equal to 312.5% of Jingliu's ATK to one designated enemy, and deals Ice DMG equal to 156.25% of Jingliu's ATK to adjacent enemies. Consumes 1 stack(s) of ""Syzygy."" Using this ability does not consume Skill Points."
kafka,base_midnight_tumult,Midnight Tumult,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Lightning DMG equal to 140% of Kafka's ATK to a one designated enemy.
kafka,base_caressing_moonlight,Caressing Moonlight,base,Skill,Blast,30,1,60,0,30,15,"Deals Lightning DMG equal to 200% of Kafka's ATK to a target enemy and Lightning DMG equal to 75% of Kafka's ATK to enemies adjacent to it. If the target enemy is currently receiving DoT, all DoTs currently placed on that enemy immediately produce DMG equal to 82.5% of their original DMG."
kafka,base_gentle_but_cruel,Gentle but Cruel,base,Talent,Single ATK,10,0,30,0,0,15,"After Kafka's teammate uses Basic ATK on an enemy target, Kafka immediately launches Follow-Up ATK and deals Lightning DMG equal to 189% of her ATK to that target, with a 100% base chance to inflict Shock equivalent to that applied by her Ultimate to the attacked enemy target, lasting for 2 turns. This effect can only be triggered 1 time per turn."
kafka,base_mercy_is_not_forgiveness,Mercy Is Not Forgiveness,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks all enemies within a set range. After entering battle, deals Lightning DMG equal to 50% of Kafka's ATK to all enemies, with a 100% base chance to inflict Shock equivalent to that applied by her Ultimate on every enemy target for 2 turn(s)."
kafka,base_twilight_trill,Twilight Trill,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Lightning DMG equal to 96% of Kafka's ATK to all enemies, with a 100% base chance for enemies hit to become Shocked and immediately take DMG from their current Shock state, equal to 110% of its original DMG. Shock lasts for 2 turn(s). While Shocked, enemies receive Lightning DoT equal to 360.69% of Kafka's ATK at the beginning of each turn."
lingsha,base_votive_incense,Votive Incense,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Fire DMG equal to 140% of Lingsha's ATK to one designated enemy target.
lingsha,base_smoke_and_splendor,Smoke and Splendor,base,Skill,AoE ATK,30,1,0,30,0,15,"Deals Fire DMG equal to 100% of Lingsha's ATK to all enemies and at the same time, restores HP equal to 16% of Lingsha's ATK plus 538.12 for all allies. Fuyuan's action advances by 20%."
lingsha,base_mistdance_manifest,Mistdance Manifest,base,Talent,AoE ATK,0,0,0,30,0,15,"When using Skill, summons ""Fuyuan,"" with an initial SPD of 90 and an initial action count of 3. When taking action, ""Fuyuan"" launches Follow-Up ATK, dealing Fire DMG equal to 93.75% of Lingsha's ATK to all enemies. Additionally deals Fire DMG equal to 93.75% of Lingsha's ATK to one random enemy, and this DMG prioritizes targets that have both Toughness greater than 0 and Fire Weakness. Dispels 1 debuff(s) from all allies and restores HP equal to 14% of Lingsha's ATK plus 461.25. ""Fuyuan's"" action count can accumulate up to 5. When the action count reaches 0 or when Lingsha is knocked down, ""Fuyuan"" disappears. While ""Fuyuan"" is on the field, using Skill can increase ""Fuyuan's"" action count by 3."
lingsha,base_wisps_of_aurora,Wisps of Aurora,base,Technique,Support,0,0,0,0,0,1,"After using Technique, immediately summons Fuyuan at the start of the next battle and inflicts ""Befog"" on all enemies, lasting for 2 turn(s)."
lingsha,base_dripping_mistscape,Dripping Mistscape,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Inflicts ""Befog"" on all enemies. While in ""Befog,"" targets receive 30% increased Break DMG, lasting for 2 turn(s). Deals Fire DMG equal to 180% of Lingsha's ATK to all enemies, and at the same time restores HP equal to 14% of Lingsha's ATK plus 461.25 for all allies. Fuyuan's action advances by 100%."
luka,base_direct_punch,Direct Punch,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Physical DMG equal to 140% of Luka's ATK to one designated enemy.
luka,base_lacerating_fist,Lacerating Fist,base,Skill,Single ATK,30,1,60,0,0,15,"Deals Physical DMG equal to 150% of Luka's ATK to one designated enemy target. In addition, there is a 100% base chance to inflict Bleed on them, lasting for 3 turn(s). While Bleeding, the enemy will take 24% of their Max HP as Physical DoT at the start of each turn. This DMG will not exceed more than 422.5% of Luka's ATK."
luka,base_flying_sparks,Flying Sparks,base,Talent,Enhance,0,0,0,0,0,15,"After Luka uses his Basic ATK ""Direct Punch"" or Skill ""Lacerating Fist,"" he receives 1 stack of Fighting Will, up to 4 stacks. When he has 2 or more stacks of Fighting Will, his Basic ATK ""Direct Punch"" is enhanced to ""Sky-Shatter Fist."" After his Enhanced Basic ATK's ""Rising Uppercut"" hits a Bleeding enemy target, the Bleed status will immediately deal DMG for 1 time equal to 93.5% of the original DMG to the target. At the start of battle, Luka will possess 1 stack of Fighting Will."
luka,base_anticipator,Anticipator,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. Upon entering battle, Luka deals Physical DMG equal to 50% of his ATK to a random single enemy with a 100% base chance to inflict his Skill's Bleed effect on the target. Then, Luka gains 1 additional stack of Fighting Will."
luka,base_coup_de_gr_ce,Coup de Grâce,base,Ultimate,Single ATK,5,0,90,0,0,15,"Receives 2 stack(s) of ""Fighting Will,"" with a 100% base chance to increase one designated enemy target's DMG received by 24% for 3 turn(s). Then, deals Physical DMG equal to 396% of Luka's ATK to the target."
luka,enhanced_sky_shatter_fist,Sky-Shatter Fist,enhanced,Basic ATK,Single ATK,20,0,60,0,0,10,"Consumes 2 stacks of ""Fighting Will."" First, uses ""Direct Punch"" to deal 3 hits, with each hit dealing Physical DMG equal to 28% of Luka's ATK to one designated enemy target. Then, uses ""Rising Uppercut"" to deal 1 hit, dealing Physical DMG equal to 112% of Luka's ATK to the designated enemy target."
luocha,base_thorns_of_the_abyss,Thorns of the Abyss,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Imaginary DMG equal to 140% of Luocha's ATK to one designated enemy.
luocha,base_prayer_of_abyss_flower,Prayer of Abyss Flower,base,Skill,Restore,30,1,0,0,0,15,"After using his Skill, Luocha immediately restores the target ally's HP equal to 70% of Luocha's ATK plus 1025. Meanwhile, Luocha gains 1 stack of Abyss Flower. When any ally's HP percentage drops to 50% or lower, an effect equivalent to Luocha's Skill will immediately be triggered and applied to this ally for one time (without consuming Skill Points). This effect can be triggered again after 2 turn(s)."
luocha,base_cycle_of_life,Cycle of Life,base,Talent,Restore,0,0,0,0,0,15,"When Abyss Flower reaches 2 stacks, Luocha consumes all stacks of Abyss Flower to deploy a Zone against the enemy. When any enemy in the Zone is attacked by an ally, the attacking ally's HP is immediately restored by an amount equal to 21% of Luocha's ATK plus 307.5. The Zone's effect lasts for 2 turns. When Luocha is knocked down, the Zone will be dispelled."
luocha,base_mercy_of_a_fool,Mercy of a Fool,base,Technique,Restore,0,0,0,0,0,1,"After the Technique is used, the Talent will be immediately triggered at the start of the next battle."
luocha,base_death_wish,Death Wish,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Removes 1 buff(s) from all enemies and deals all enemies Imaginary DMG equal to 240% of Luocha's ATK. At the same time, Luocha gains 1 stack of Abyss Flower."
lynx,base_ice_crampon_technique,Ice Crampon Technique,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Quantum DMG equal to 70% of this character's Max HP to one designated enemy.
lynx,base_salted_camping_cans,Salted Camping Cans,base,Skill,Restore,30,1,0,0,0,15,"Applies ""Survival Response"" to a single target ally and increases their Max HP by 8.75% of Lynx's Max HP plus 256.25. If the target ally is a character on the Path of Destruction or Preservation, the chance of them being attacked by enemies will greatly increase. ""Survival Response"" lasts for 2 turn(s). Restores the target's HP by 14% of Lynx's Max HP plus 410."
lynx,base_outdoor_survival_experience,Outdoor Survival Experience,base,Talent,Restore,0,0,0,0,0,15,"When using Lynx's Skill or Ultimate, applies continuous healing to the target ally for 2 turn(s), restoring the target ally's HP by an amount equal to 4.2% of Lynx's Max HP plus 123 at the start of each turn. If the target has ""Survival Response,"" the continuous healing effect additionally restores HP by an amount equal to 5.25% of Lynx's Max HP plus 153.75."
lynx,base_chocolate_energy_bar,Chocolate Energy Bar,base,Technique,Restore,0,0,0,0,0,1,"After Lynx uses her Technique, at the start of the next battle, all allies are granted her Talent's continuous healing effect, lasting for 2 turn(s)."
lynx,base_snowfield_first_aid,Snowfield First Aid,base,Ultimate,Restore,5,0,0,0,0,15,Dispels 1 debuff(s) from all allies and immediately restores their respective HP by an amount equal to 15.75% of Lynx's Max HP plus 461.25.
march_7th_hunt,base_my_sword_zaps_demons,My Sword Zaps Demons,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Imaginary DMG equal to 140% of March 7th's ATK to one designated enemy target and gains 1 point(s) of Charge.
march_7th_hunt,base_master_it_s_tea_time,"Master, It's Tea Time!",base,Skill,Support,30,1,0,0,0,15,"Designates one ally (excluding this unit) as ""Shifu"" and increases ""Shifu""'s SPD by 12%. Only the most recent target of March 7th's Skill is considered as ""Shifu."" Whenever using Basic ATK or dealing 1 hit of Enhanced Basic ATK's DMG, triggers the corresponding effect if ""Shifu"" with the specified Path is present on the field: Erudition, Destruction, The Hunt, Remembrance, Elation: Deals Additional DMG (DMG Type based on ""Shifu""'s Combat Type) equal to 25% of March 7th's ATK. Harmony, Nihility, Preservation, Abundance: Increases the Toughness Reduction of this instance of DMG by 100%."
march_7th_hunt,base_master_i_ve_ascended,"Master, I've Ascended!",base,Talent,Enhance,5,0,0,0,0,15,"After Shifu uses an attack or Ultimate, March 7th gains up to 1 point of Charge each time. Upon reaching 7 or more points of Charge, March 7th immediately takes action and increases the DMG she deals by 100%. Her Basic ATK gets Enhanced, and her Skill cannot be used. After using Enhanced Basic ATK, consumes 7 point(s) of Charge. Charge is capped at 10 points."
march_7th_hunt,base_feast_in_one_go,Feast in One Go,base,Technique,Enhance,0,0,0,0,0,1,"If March 7th is on the team, she gains 1 point of Charge at the start of the next battle whenever a teammate uses Technique, up to a max of 3 point(s). After using Technique, March 7th regenerates 30 Energy when the next battle starts."
march_7th_hunt,base_march_7th_the_apex_heroine,"March 7th, the Apex Heroine",base,Ultimate,Single ATK,5,0,90,0,0,15,Deals Imaginary DMG equal to 288% of March 7th's ATK to one designated enemy target. Increases the initial Hits Per Action of the next Enhanced Basic ATK by 2 hit(s) and increase the fixed chance of additionally dealing DMG by 20%.
march_7th_hunt,enhanced_brows_be_smitten_heart_be_bitten,"Brows Be Smitten, Heart Be Bitten",enhanced,Basic ATK,Single ATK,30,0,15,0,0,10,"Initially, deals 3 hits, each causing Imaginary DMG equal to 112% of March 7th's ATK to one designated enemy target. When dealing the final hit, there is a 60% fixed chance to deal 1 additional hit of DMG, up to a max of 3 additional hit(s). Energy regenerated from using Enhanced Basic ATK does not increase with the number of hits. Enhanced Basic ATK cannot recover Skill Points."
march_7th_preservation,base_frigid_cold_arrow,Frigid Cold Arrow,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 140% of March 7th's ATK to one enemy.
march_7th_preservation,base_the_power_of_cuteness,The Power of Cuteness,base,Skill,Defence,30,1,0,0,0,15,"Provides a single ally with a Shield that can absorb DMG equal to 66.5% of March 7th's DEF plus 973.75 for 3 turn(s). If the ally's current HP percentage is 30% or higher, greatly increases the chance of enemies attacking that ally."
march_7th_preservation,base_girl_power,Girl Power,base,Talent,Single ATK,10,0,30,0,0,15,"After a Shielded ally is attacked by an enemy, March 7th immediately Counters, dealing Ice DMG equal to 125% of her ATK. This effect can be triggered 2 time(s) each turn."
march_7th_preservation,base_freezing_beauty,Freezing Beauty,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. After entering battle, there is a 100% base chance to Freeze a random enemy for 1 turn(s). While Frozen, the enemy cannot take action and will take Ice Additional DMG equal to 50% of March 7th's ATK at the beginning of each turn."
march_7th_preservation,base_glacial_cascade,Glacial Cascade,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Ice DMG equal to 180% of March 7th's ATK to all enemies. Hit enemies have a 50% base chance to be Frozen for 1 turn(s). While Frozen, enemies cannot take action and will receive Ice Additional DMG equal to 75% of March 7th's ATK at the beginning of each turn."
misha,base_e_excuse_me_please,"E—Excuse Me, Please!",base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 140% of Misha's ATK to one designated enemy target.
misha,base_r_room_service,R—Room Service!,base,Skill,Blast,30,1,60,0,30,15,"Increases the Hits Per Action for Misha's next Ultimate by 1 hit(s). Deals Ice DMG equal to 250% of Misha's ATK to one designated enemy target, and Ice DMG equal to 100% of Misha's ATK to adjacent targets."
misha,base_horological_escapement,Horological Escapement,base,Talent,Enhance,0,0,0,0,0,15,"For every 1 Skill Point allies consume, Misha's next Ultimate delivers 1 more Hit(s) Per Action, and Misha regenerates 2.5 Energy."
misha,base_wait_you_are_so_beautiful,"Wait, You Are So Beautiful!",base,Technique,Impair,0,0,0,0,0,1,"After using the Technique, creates a Special Dimension that lasts for 15 seconds. Enemies caught in the Special Dimension are inflicted with Dream Prison and stop all their actions. Upon entering battle against enemies afflicted with Dream Prison, increases the Hits Per Action for Misha's next Ultimate by 2 hit(s). Only 1 Dimension Effect created by allies can exist at the same time."
misha,base_g_gonna_be_late,G—Gonna Be Late!,base,Ultimate,Bounce,5,0,30,0,0,15,"Has 3 Hits Per Action by default. First, uses 1 hit to deal Ice DMG equal to 72% of Misha's ATK to one designated enemy target. Then, the rest of the hits each deals Ice DMG equal to 72% of Misha's ATK to one random enemy. Just before each hit lands, there is a 24% base chance to Freeze the target, lasting for 1 turn. While Frozen, enemy targets cannot take any actions, and at the start of their turn, they receive Ice Additional DMG equal to 36% of Misha's ATK. This Ultimate can possess up to 10 Hits Per Action. After the Ultimate is used, its Hits Per Action will be reset to the default level."
moze,base_hurlthorn,Hurlthorn,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Lightning DMG equal to 140% of Moze's ATK to one designated enemy target.
moze,base_fleetwinged_raid,Fleetwinged Raid,base,Skill,Single ATK,30,1,60,0,0,15,"Marks a designated single enemy target as ""Prey"" and deals to it Lightning DMG equal to 187.5% of Moze's ATK, and gains 9 points of Charge. When there are no other characters on the field that are capable of combat, Moze cannot use his Skill and dispels the enemy's ""Prey"" state."
moze,base_cascading_featherblade,Cascading Featherblade,base,Talent,Single ATK,10,0,30,0,0,15,"When ""Prey"" exists on the field, Moze will enter the Departed state. After ally targets attack ""Prey,"" Moze will additionally deal 1 instance of Lightning Additional DMG equal to 37.5% of his ATK and consumes 1 point of Charge. For every 3 point(s) of Charge consumed, Moze launches 1 Follow-Up ATK to ""Prey,"" dealing Lightning DMG equal to 200% of his ATK. When Charge reaches 0, dispels the target's ""Prey"" state and resets the tally of Charge points required to launch Follow-Up ATK. Talent's Follow-Up ATK does not consume Charge."
moze,base_bated_wings,Bated Wings,base,Technique,Enhance,0,0,0,0,0,1,"After using Technique, enters the Stealth state for 20 second(s). While in Stealth, Moze is undetectable by enemies. If Moze attacks enemies to enter combat while in Stealth, increases DMG by 30%, lasting for 2 turn(s)."
moze,base_dash_in_gash_out,"Dash In, Gash Out",base,Ultimate,Single ATK,5,0,90,0,0,15,"Deals Lightning DMG equal to 324% of Moze's ATK to one designated enemy target, and launches the Talent's Follow-Up ATK against this target. If the target is defeated before this Follow-Up ATK is used, then launches the Follow-Up ATK against a random single enemy instead."
mydei,base_vow_of_voyage,Vow of Voyage,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Imaginary DMG equal to 70% of Mydei's Max HP to one designated enemy.
mydei,base_deaths_are_legion_regrets_are_none,"Deaths are Legion, Regrets are None",base,Skill,Blast,30,0,60,0,30,15,"Consumes HP by an amount equal to 50% of Mydei's current HP. Deals Imaginary DMG equal to 112.5% of Mydei's Max HP to one designated enemy and Imaginary DMG equal to 62.5% of Mydei's Max HP to adjacent targets. If the current HP is not sufficient, using Skill reduces Mydei's current HP to 1."
mydei,base_blood_for_blood,Blood for Blood,base,Talent,Enhance,0,0,0,0,0,15,"For each 1% of HP lost, accumulates 1 point of Charge (up to 200 points). When Charge reaches 100, consumes 100 points of Charge to enter the ""Vendetta"" state, restores HP equal to 30% of Mydei's Max HP, and advances action by 100%. While the ""Vendetta"" state is active, Max HP increases by 50% of the current Max HP and DEF remains at 0. At the start of this unit's turn, automatically uses ""Kingslayer Be King."" When Charge reaches 150 points during the ""Vendetta"" state, Mydei immediately gains 1 extra turn and automatically uses ""Godslayer Be God."" When receiving a killing blow during the ""Vendetta"" state, Mydei will not be knocked down, but will clear his Charge, exits the ""Vendetta"" state, and restores HP by 50% of his Max HP."
mydei,base_cage_of_broken_lance,Cage of Broken Lance,base,Technique,Impair,0,0,0,0,0,1,"After using Technique, pulls in enemies within a certain area and inflicts Daze on them for 10 second(s). Dazed enemies will not actively attack ally targets. If actively attacking Dazed enemies, when entering battle, deals Imaginary DMG equal to 80% of Mydei's Max HP to all enemies, and Taunts the targets, lasting for 1 turn(s). This unit accumulates 50 point(s) of Talent's Charge."
mydei,base_throne_of_bones,Throne of Bones,base,Ultimate,Blast,5,0,60,0,60,15,"Restores HP by 22.5% of Mydei's Max HP and accumulates 20 Talent's Charge point(s). Deals Imaginary DMG equal to 192% of Mydei's Max HP to one designated enemy, and deals Imaginary DMG equal to 120% of Mydei's Max HP to adjacent targets. Additionally, Taunts the target and targets adjacent to it, lasting for 2 turn(s). The next use of ""Godslayer Be God"" prioritizes attacking one designated enemy, and this effect only works on the latest target."
mydei,enhanced_godslayer_be_god,Godslayer Be God,enhanced,Skill,Blast,10,0,90,0,60,15,"Consumes 150 point(s) of Charge. Deals Imaginary DMG equal to 350% of Mydei's Max HP to one enemy and Imaginary DMG equal to 210% of Mydei's Max HP to adjacent targets. This ability will be automatically used. While this ability is in use, Charge cannot be accumulated."
mydei,enhanced_kingslayer_be_king,Kingslayer Be King,enhanced,Skill,Blast,30,0,60,0,30,15,"Consumes HP by an amount equal to 35% of Mydei's current HP. Deals Imaginary DMG equal to 137.5% of Mydei's Max HP to one enemy and Imaginary DMG equal to 82.5% of Mydei's Max HP to adjacent targets. If the current HP is not sufficient, using Skill reduces Mydei's current HP to 1. This ability will be automatically used."
natasha,base_behind_the_kindness,Behind the Kindness,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Physical DMG equal to 140% of Natasha's ATK to one designated enemy.
natasha,base_love_heal_and_choose,"Love, Heal, and Choose",base,Skill,Restore,30,1,0,0,0,15,Restores a single ally for 12.25% of Natasha's Max HP plus 358.75. Restores the ally for another 8.4% of Natasha's Max HP plus 246 at the beginning of each turn for 2 turn(s).
natasha,base_innervation,Innervation,base,Talent,Enhance,0,0,0,0,0,15,"When healing allies with HP percentage at 30% or lower, increases Natasha's Outgoing Healing by 62.5%. This effect also works on continuous healing."
natasha,base_hypnosis_research,Hypnosis Research,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. After entering battle, deals Physical DMG equal to 80% of Natasha's ATK to a random enemy, with a 100% base chance to Weaken all enemies. While Weakened, enemies deal 30% less DMG to allies for 1 turn(s)."
natasha,base_gift_of_rebirth,Gift of Rebirth,base,Ultimate,Restore,5,0,0,0,0,15,Heals all allies for 16.1% of Natasha's Max HP plus 471.5.
pela,base_frost_shot,Frost Shot,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Ice DMG equal to 140% of Pela's ATK to one designated enemy target.
pela,base_frostbite,Frostbite,base,Skill,Single ATK,30,1,60,0,0,15,Removes 1 buff(s) and deals Ice DMG equal to 262.5% of Pela's ATK to one designated target enemy.
pela,base_data_collecting,Data Collecting,base,Talent,Support,0,0,0,0,0,15,"If the enemy is debuffed after Pela's attack, Pela will restore 12.5 additional Energy. This effect can only be triggered 1 time per attack."
pela,base_preemptive_strike,Preemptive Strike,base,Technique,Maze ATK,0,0,60,0,0,1,"Immediately attacks the enemy. Upon entering battle, Pela deals Ice DMG equal to 80% of her ATK to a random enemy, with a 100% base chance of lowering the DEF of all enemies by 20% for 2 turn(s)."
pela,base_zone_suppression,Zone Suppression,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Ice DMG equal to 120% of Pela's ATK to all enemies, with a 100% base chance to inflict Exposed on all enemies. When Exposed, enemies' DEF is reduced by 45% for 2 turn(s)."
phainon,base_stride_to_deliverance,Stride to Deliverance,base,Basic ATK,Single ATK,0,0,30,0,0,10,Deals Physical DMG equal to 140% of Phainon's ATK to one designated enemy.
phainon,base_let_there_be_light,Let There Be Light,base,Skill,Blast,0,1,60,0,30,15,"Gains 2 point(s) of ""Coreflame,"" dealing Physical DMG equal to 375% of Phainon's ATK to one designated enemy and Physical DMG equal to 150% of Phainon's ATK to adjacent targets."
phainon,base_fate_divine_vessel,Fate: Divine Vessel,base,Talent,Enhance,0,0,0,0,0,15,"Khaslana's Talent. Upon transformation, gains 4 point(s) of ""Scourge"". If this happens during an ally target's turn, then the duration of all buffs on that target is extended by 1 turn and the current turn ends. Khaslana is immune to Crowd Control debuffs, has 1 Enhanced Basic ATK and 2 Enhanced Skills, but cannot use Ultimate. During the transformation, increases ATK by 100% and Max HP by 337.5%. After using an attack, restores HP equal to 20% of his Max HP. When Khaslana takes a killing blow, he will not get knocked down. Instead, he will restore HP equal to 25% of Max HP and immediately launch a final hit. For every 1 remaining Khaslana's extra turn, the final hit's DMG multiplier decreases by 12.5% of its original multiplier value. When the transformation ends, increases all allies' SPD by 15% for 1 turn."
phainon,base_pyric_corpus,Pyric Corpus,base,Talent,Enhance,0,0,0,0,0,15,"Phainon's Talent. When ""Coreflame"" reaches 12 point(s), can activate Ultimate. Even after reaching the limit, can still hold up to 3 overflow point(s). When the transformation ends, gains ""Coreflame"" based on the number of overflow points. When Phainon is targeted by an ability from any other target, gains 1 ""Coreflame"" point. And if the ability is cast by one of Phainon's teammates, can also increase Phainon's CRIT DMG by 37.5% for 3 turn(s)."
phainon,base_beginning_of_the_end,Beginning of the End,base,Technique,Maze ATK,0,0,60,0,0,1,"While Phainon is in the team, increases Max Technique Points by 3. When actively using this Technique, consumes 2 Technique Points and immediately attacks all enemies within a certain range. After entering combat, regenerates 25 Energy for allies and gains 2 ""Scourge"" and 1 Skill Point(s). Deals Physical DMG equal to 200% of Phainon's ATK to all enemies at the start of each wave. If attacking a normal enemy, immediately defeats them without entering combat. No Technique Points are consumed if no enemies are hit."
phainon,base_he_who_bears_the_world_must_burn,He Who Bears the World Must Burn,base,Ultimate,AoE ATK,0,0,0,60,0,15,"Transforms into Khaslana. During the transformation, deploys the Territory ""Ruinous Irontomb."" Within the Territory, other teammates depart and cannot take action, and all enemies have Physical Weaknesses. Khaslana does not enter his own turn, but has 8 Khaslana's extra turn(s), with a SPD set at 60% of Khaslana's base SPD. When the last of Khaslana's extra turns starts, immediately launches a final hit and deals Physical Ultimate DMG equal to 1200% of Khaslana's ATK that is distributed evenly across all enemies."
phainon,enhanced_creation_bloodthorn_ferry,Creation: Bloodthorn Ferry,enhanced,Basic ATK,Blast,0,0,90,0,60,10,"Gains 2 point(s) of ""Scourge"", dealing Physical DMG equal to 350% of Khaslana's ATK to one designated enemy and Physical DMG equal to 105% of Khaslana's ATK to adjacent targets."
phainon,enhanced_calamity_soulscorch_edict,Calamity: Soulscorch Edict,enhanced,Skill,Enhance,0,0,30,15,0,15,"Gains ""Scourge"" by an amount equal to the number of enemies and 1 stack of ""Soulscorch,"" then causes all enemies to immediately take action. While in the ""Soulscorch"" state, Khaslana takes 75% reduced DMG. After an enemy target attacks or takes action, gains 1 more stack of ""Soulscorch."" After said enemy targets finish their actions, immediately launches Counter, deals Physical DMG to all enemies equal to 50% of Khaslana's ATK, and additionally deals 4 instance(s) of DMG, with each instance being Physical DMG equal to 37.5% of Khaslana's ATK dealt to one random enemy. Afterward, ""Soulscorch"" is dispelled. Each ""Soulscorch"" stack increases the DMG multiplier of said Counter by 20% of its original multiplier value. DMG dealt through this ability is considered as Skill DMG. If ""Soulscorch"" is still active at the start of Khaslana's extra turn, immediately launches Counter."
phainon,enhanced_foundation_stardeath_verdict,Foundation: Stardeath Verdict,enhanced,Skill,Bounce,0,0,10,60,0,15,"Dispels all debuffs on this unit, then deals Physical DMG equal to a max of 1462.5% of Khaslana's ATK. For every 1 point of ""Scourge"" consumed, deals 4 instance(s) of DMG, with each instance being Physical DMG equal to 56.25% of Khaslana's ATK dealt to one random enemy. When consuming 4 point(s) of ""Scourge"", additionally deals Physical DMG equal to 562.5% of Khaslana's ATK, which is evenly distributed across all enemies."
qingque,base_flower_pick,Flower Pick,base,Basic ATK,Single ATK,20,0,30,0,0,10,Tosses 1 jade tile from the suit with the fewest tiles in hand to deal Quantum DMG equal to 140% of Qingque's ATK to one designated enemy.
qingque,base_a_scoop_of_moon,A Scoop of Moon,base,Skill,Enhance,0,1,0,0,0,15,Immediately draws 2 jade tile(s) and increases DMG by 35% until the end of the current turn. This effect can stack up to 4 time(s). The turn will not end after this Skill is used.
qingque,base_celestial_jade,Celestial Jade,base,Talent,Enhance,0,0,0,0,0,15,"When an ally's turn starts, Qingque randomly draws 1 tile from 3 different suits and can hold up to 4 tiles at one time. If Qingque starts her turn with 4 tiles of the same suit, she consumes all tiles to enter the ""Hidden Hand"" state. While in this state, Qingque cannot use her Skill again. At the same time, Qingque's ATK increases by 90%, and her Basic ATK ""Flower Pick"" is enhanced, becoming ""Cherry on Top!"" The ""Hidden Hand"" state ends after using ""Cherry on Top!""."
qingque,base_game_solitaire,Game Solitaire,base,Technique,Enhance,0,0,0,0,0,1,"After using Technique, Qingque draws 2 jade tile(s) when the battle starts."
qingque,base_a_quartet_woo_hoo,A Quartet? Woo-hoo!,base,Ultimate,AoE ATK,5,0,0,60,0,15,"Deals Quantum DMG equal to 240% of Qingque's ATK to all enemies, and obtains 4 jade tiles of the same suit."
qingque,enhanced_cherry_on_top,Cherry on Top!,enhanced,Basic ATK,Blast,20,0,60,0,30,10,"Deals Quantum DMG equal to 336% of Qingque's ATK to one designated enemy, and deals Quantum DMG equal to 140% of Qingque's ATK to enemies adjacent to it. ""Cherry on Top!"" cannot recover Skill Points."
rappa,base_ninjutsu_rise_above_tumbles,Ninjutsu: Rise Above Tumbles,base,Basic ATK,Single ATK,20,0,30,0,0,10,Deals Imaginary DMG equal to 140% of Rappa's ATK to one designated enemy.
rappa,base_ninja_strike_rooted_resolute,Ninja Strike: Rooted Resolute,base,Skill,AoE ATK,30,1,0,30,0,15,Deals Imaginary DMG equal to 150% of Rappa's ATK to all enemies.
rappa,base_ninja_tech_endurance_gauge,Ninja Tech: Endurance Gauge,base,Talent,Enhance,0,0,6,0,0,15,"Each time the enemy target is Weakness Broken, Rappa gains 1 point of Charge, up to a max of 10 points of Charge. When Rappa next launches the third hit of ""Ningu: Demonbane Petalblade,"" additionally deals Break DMG equal to 75% of Rappa's Imaginary Break DMG to all enemies. This DMG can ignore Weakness Type to reduce 2 Toughness, consuming all Charge. Each point of Charge increases the Break DMG multiplier by 62.5% and increases the Toughness Reduction that can ignore Weakness Type by 1. When Breaking Weakness, triggers the Imaginary Weakness Break effect."
